Mod:Item:MetaData, Localized Name
ExtraTiC:hammerHead:161, Ironwood Hammer Head
ExtraTiC:hammerHead:162, KnightMetal Hammer Head
ExtraTiC:hammerHead:163, Steelleaf Hammer Head
ExtraTiC:hammerHead:164, Amethyst Hammer Head
ExtraTiC:hammerHead:165, Peridot Hammer Head
ExtraTiC:hammerHead:166, Ruby Hammer Head
ExtraTiC:hammerHead:167, Sapphire Hammer Head
ExtraTiC:hammerHead:171, Dark Steel Hammer Head
ExtraTiC:hammerHead:172, Void Metal Hammer Head
ExtraTiC:hammerHead:173, RedAurum Hammer Head
ExtraTiC:hammerHead:180, Glue Hammer Head
ExtraTiC:hammerHead:181, Yellorium Hammer Head
ExtraTiC:hammerHead:182, Cyanite Hammer Head
ExtraTiC:hammerHead:183, Blutonium Hammer Head
ExtraTiC:hammerHead:184, Ludicrite Hammer Head
ExtraTiC:hammerHead:185, Bedrockium Hammer Head
ExtraTiC:hammerHead:186, Tear Jerker Hammer Head
ExtraTiC:hammerHead:189, Enderium Hammer Head
ExtraTiC:hammerHead:126, Mithril Hammer Head
ExtraTiC:hammerHead:190, Signalum Hammer Head
ExtraTiC:hammerHead:191, Lumium Hammer Head
ExtraTiC:knifeBlade:141, Pokefennium Knife Blade
ExtraTiC:knifeBlade:142, Fairy Knife Blade
ExtraTiC:knifeBlade:143, Certus Quartz Knife Blade
ExtraTiC:knifeBlade:144, Ender Amethyst Knife Blade
ExtraTiC:knifeBlade:145, Manasteel Knife Blade
ExtraTiC:knifeBlade:146, Terrasteel Knife Blade
ExtraTiC:knifeBlade:147, Elementium Knife Blade
ExtraTiC:knifeBlade:148, Desh Knife Blade
ExtraTiC:knifeBlade:160, Fiery Knife Blade
ExtraTiC:knifeBlade:161, Ironwood Knife Blade
ExtraTiC:knifeBlade:162, KnightMetal Knife Blade
ExtraTiC:knifeBlade:163, Steelleaf Knife Blade
ExtraTiC:knifeBlade:164, Amethyst Knife Blade
ExtraTiC:knifeBlade:165, Peridot Knife Blade
ExtraTiC:knifeBlade:166, Ruby Knife Blade
ExtraTiC:knifeBlade:167, Sapphire Knife Blade
ExtraTiC:knifeBlade:171, Dark Steel Knife Blade
ExtraTiC:knifeBlade:172, Void Metal Knife Blade
ExtraTiC:knifeBlade:173, RedAurum Knife Blade
ExtraTiC:knifeBlade:180, Glue Knife Blade
ExtraTiC:knifeBlade:181, Yellorium Knife Blade
ExtraTiC:knifeBlade:182, Cyanite Knife Blade
ExtraTiC:knifeBlade:183, Blutonium Knife Blade
ExtraTiC:knifeBlade:184, Ludicrite Knife Blade
ExtraTiC:knifeBlade:185, Bedrockium Knife Blade
ExtraTiC:knifeBlade:186, Tear Jerker Knife Blade
ExtraTiC:knifeBlade:189, Enderium Knife Blade
ExtraTiC:knifeBlade:126, Mithril Knife Blade
ExtraTiC:knifeBlade:190, Signalum Knife Blade
ExtraTiC:knifeBlade:191, Lumium Knife Blade
ExtraTiC:largeGuard:141, Pokefennium Large Guard
ExtraTiC:largeGuard:142, Fairy Large Guard
ExtraTiC:largeGuard:143, Certus Quartz Large Guard
ExtraTiC:largeGuard:144, Ender Amethyst Large Guard
ExtraTiC:largeGuard:145, Manasteel Large Guard
ExtraTiC:largeGuard:146, Terrasteel Large Guard
ExtraTiC:largeGuard:147, Elementium Large Guard
ExtraTiC:largeGuard:148, Desh Large Guard
ExtraTiC:largeGuard:160, Fiery Large Guard
ExtraTiC:largeGuard:161, Ironwood Large Guard
ExtraTiC:largeGuard:162, KnightMetal Large Guard
ExtraTiC:largeGuard:163, Steelleaf Large Guard
ExtraTiC:largeGuard:164, Amethyst Large Guard
ExtraTiC:largeGuard:165, Peridot Large Guard
ExtraTiC:largeGuard:166, Ruby Large Guard
ExtraTiC:largeGuard:167, Sapphire Large Guard
ExtraTiC:largeGuard:171, Dark Steel Large Guard
ExtraTiC:largeGuard:172, Void Metal Large Guard
ExtraTiC:largeGuard:173, RedAurum Large Guard
ExtraTiC:largeGuard:180, Glue Large Guard
ExtraTiC:largeGuard:181, Yellorium Large Guard
ExtraTiC:largeGuard:182, Cyanite Large Guard
ExtraTiC:largeGuard:183, Blutonium Large Guard
ExtraTiC:largeGuard:184, Ludicrite Large Guard
ExtraTiC:largeGuard:185, Bedrockium Large Guard
ExtraTiC:largeGuard:186, Tear Jerker Large Guard
ExtraTiC:largeGuard:189, Enderium Large Guard
ExtraTiC:largeGuard:126, Mithril Large Guard
ExtraTiC:largeGuard:190, Signalum Large Guard
ExtraTiC:largeGuard:191, Lumium Large Guard
ExtraTiC:largeSwordBlade:141, Pokefennium Large Sword Blade
ExtraTiC:largeSwordBlade:142, Fairy Large Sword Blade
ExtraTiC:largeSwordBlade:143, Certus Quartz Large Sword Blade
ExtraTiC:largeSwordBlade:144, Ender Amethyst Large Sword Blade
ExtraTiC:largeSwordBlade:145, Manasteel Large Sword Blade
ExtraTiC:largeSwordBlade:146, Terrasteel Large Sword Blade
ExtraTiC:largeSwordBlade:147, Elementium Large Sword Blade
ExtraTiC:largeSwordBlade:148, Desh Large Sword Blade
ExtraTiC:largeSwordBlade:160, Fiery Large Sword Blade
ExtraTiC:largeSwordBlade:161, Ironwood Large Sword Blade
ExtraTiC:largeSwordBlade:162, KnightMetal Large Sword Blade
ExtraTiC:largeSwordBlade:163, Steelleaf Large Sword Blade
ExtraTiC:largeSwordBlade:164, Amethyst Large Sword Blade
ExtraTiC:largeSwordBlade:165, Peridot Large Sword Blade
ExtraTiC:largeSwordBlade:166, Ruby Large Sword Blade
ExtraTiC:largeSwordBlade:167, Sapphire Large Sword Blade
ExtraTiC:largeSwordBlade:171, Dark Steel Large Sword Blade
ExtraTiC:largeSwordBlade:172, Void Metal Large Sword Blade
ExtraTiC:largeSwordBlade:173, RedAurum Large Sword Blade
ExtraTiC:largeSwordBlade:180, Glue Large Sword Blade
ExtraTiC:largeSwordBlade:181, Yellorium Large Sword Blade
ExtraTiC:largeSwordBlade:182, Cyanite Large Sword Blade
ExtraTiC:largeSwordBlade:183, Blutonium Large Sword Blade
ExtraTiC:largeSwordBlade:184, Ludicrite Large Sword Blade
ExtraTiC:largeSwordBlade:185, Bedrockium Large Sword Blade
ExtraTiC:largeSwordBlade:186, Tear Jerker Large Sword Blade
ExtraTiC:largeSwordBlade:189, Enderium Large Sword Blade
ExtraTiC:largeSwordBlade:126, Mithril Large Sword Blade
ExtraTiC:largeSwordBlade:190, Signalum Large Sword Blade
ExtraTiC:largeSwordBlade:191, Lumium Large Sword Blade
ExtraTiC:largeplate:141, Pokefennium Large Plate
ExtraTiC:largeplate:142, Fairy Large Plate
ExtraTiC:largeplate:143, Certus Quartz Large Plate
ExtraTiC:largeplate:144, Ender Amethyst Large Plate
ExtraTiC:largeplate:145, Manasteel Large Plate
ExtraTiC:largeplate:146, Terrasteel Large Plate
ExtraTiC:largeplate:147, Elementium Large Plate
ExtraTiC:largeplate:148, Desh Large Plate
ExtraTiC:largeplate:160, Fiery Large Plate
ExtraTiC:largeplate:161, Ironwood Large Plate
ExtraTiC:largeplate:162, KnightMetal Large Plate
ExtraTiC:largeplate:163, Steelleaf Large Plate
ExtraTiC:largeplate:164, Amethyst Large Plate
ExtraTiC:largeplate:165, Peridot Large Plate
ExtraTiC:largeplate:166, Ruby Large Plate
ExtraTiC:largeplate:167, Sapphire Large Plate
ExtraTiC:largeplate:171, Dark Steel Large Plate
ExtraTiC:largeplate:172, Void Metal Large Plate
ExtraTiC:largeplate:173, RedAurum Large Plate
ExtraTiC:largeplate:180, Glue Large Plate
ExtraTiC:largeplate:181, Yellorium Large Plate
ExtraTiC:largeplate:182, Cyanite Large Plate
ExtraTiC:largeplate:183, Blutonium Large Plate
ExtraTiC:largeplate:184, Ludicrite Large Plate
ExtraTiC:largeplate:185, Bedrockium Large Plate
ExtraTiC:largeplate:186, Tear Jerker Large Plate
ExtraTiC:largeplate:189, Enderium Large Plate
ExtraTiC:largeplate:126, Mithril Large Plate
ExtraTiC:largeplate:190, Signalum Large Plate
ExtraTiC:largeplate:191, Lumium Large Plate
ExtraTiC:lumberaxeHead:141, Pokefennium Broad Axe Head
ExtraTiC:lumberaxeHead:142, Fairy Broad Axe Head
ExtraTiC:lumberaxeHead:143, Certus Quartz Broad Axe Head
ExtraTiC:lumberaxeHead:144, Ender Amethyst Broad Axe Head
ExtraTiC:lumberaxeHead:145, Manasteel Broad Axe Head
ExtraTiC:lumberaxeHead:146, Terrasteel Broad Axe Head
ExtraTiC:lumberaxeHead:147, Elementium Broad Axe Head
ExtraTiC:lumberaxeHead:148, Desh Broad Axe Head
ExtraTiC:lumberaxeHead:160, Fiery Broad Axe Head
ExtraTiC:lumberaxeHead:161, Ironwood Broad Axe Head
ExtraTiC:lumberaxeHead:162, KnightMetal Broad Axe Head
ExtraTiC:lumberaxeHead:163, Steelleaf Broad Axe Head
ExtraTiC:lumberaxeHead:164, Amethyst Broad Axe Head
ExtraTiC:lumberaxeHead:165, Peridot Broad Axe Head
ExtraTiC:lumberaxeHead:166, Ruby Broad Axe Head
ExtraTiC:lumberaxeHead:167, Sapphire Broad Axe Head
ExtraTiC:lumberaxeHead:171, Dark Steel Broad Axe Head
ExtraTiC:lumberaxeHead:172, Void Metal Broad Axe Head
ExtraTiC:lumberaxeHead:173, RedAurum Broad Axe Head
ExtraTiC:lumberaxeHead:180, Glue Broad Axe Head
ExtraTiC:lumberaxeHead:181, Yellorium Broad Axe Head
ExtraTiC:lumberaxeHead:182, Cyanite Broad Axe Head
ExtraTiC:lumberaxeHead:183, Blutonium Broad Axe Head
ExtraTiC:lumberaxeHead:184, Ludicrite Broad Axe Head
ExtraTiC:lumberaxeHead:185, Bedrockium Broad Axe Head
ExtraTiC:lumberaxeHead:186, Tear Jerker Broad Axe Head
ExtraTiC:lumberaxeHead:189, Enderium Broad Axe Head
ExtraTiC:lumberaxeHead:126, Mithril Broad Axe Head
ExtraTiC:lumberaxeHead:190, Signalum Broad Axe Head
ExtraTiC:lumberaxeHead:191, Lumium Broad Axe Head
ExtraTiC:mediumGuard:141, Pokefennium Medium Guard
ExtraTiC:mediumGuard:142, Fairy Medium Guard
ExtraTiC:mediumGuard:143, Certus Quartz Medium Guard
ExtraTiC:mediumGuard:144, Ender Amethyst Medium Guard
ExtraTiC:mediumGuard:145, Manasteel Medium Guard
ExtraTiC:mediumGuard:146, Terrasteel Medium Guard
ExtraTiC:mediumGuard:147, Elementium Medium Guard
ExtraTiC:mediumGuard:148, Desh Medium Guard
ExtraTiC:mediumGuard:160, Fiery Medium Guard
ExtraTiC:mediumGuard:161, Ironwood Medium Guard
ExtraTiC:mediumGuard:162, KnightMetal Medium Guard
ExtraTiC:mediumGuard:163, Steelleaf Medium Guard
ExtraTiC:mediumGuard:164, Amethyst Medium Guard
ExtraTiC:mediumGuard:165, Peridot Medium Guard
ExtraTiC:mediumGuard:166, Ruby Medium Guard
ExtraTiC:mediumGuard:167, Sapphire Medium Guard
ExtraTiC:mediumGuard:171, Dark Steel Medium Guard
ExtraTiC:mediumGuard:172, Void Metal Medium Guard
ExtraTiC:mediumGuard:173, RedAurum Medium Guard
ExtraTiC:mediumGuard:180, Glue Medium Guard
ExtraTiC:mediumGuard:181, Yellorium Medium Guard
ExtraTiC:mediumGuard:182, Cyanite Medium Guard
ExtraTiC:mediumGuard:183, Blutonium Medium Guard
ExtraTiC:mediumGuard:184, Ludicrite Medium Guard
ExtraTiC:mediumGuard:185, Bedrockium Medium Guard
ExtraTiC:mediumGuard:186, Tear Jerker Medium Guard
ExtraTiC:mediumGuard:189, Enderium Medium Guard
ExtraTiC:mediumGuard:126, Mithril Medium Guard
ExtraTiC:mediumGuard:190, Signalum Medium Guard
ExtraTiC:mediumGuard:191, Lumium Medium Guard
ExtraTiC:pickaxeHead:141, Pokefennium Pickaxe Head
ExtraTiC:pickaxeHead:142, Fairy Pickaxe Head
ExtraTiC:pickaxeHead:143, Certus Quartz Pickaxe Head
ExtraTiC:pickaxeHead:144, Ender Amethyst Pickaxe Head
ExtraTiC:pickaxeHead:145, Manasteel Pickaxe Head
ExtraTiC:pickaxeHead:146, Terrasteel Pickaxe Head
ExtraTiC:pickaxeHead:147, Elementium Pickaxe Head
ExtraTiC:pickaxeHead:148, Desh Pickaxe Head
ExtraTiC:pickaxeHead:160, Fiery Pickaxe Head
ExtraTiC:pickaxeHead:161, Ironwood Pickaxe Head
ExtraTiC:pickaxeHead:162, KnightMetal Pickaxe Head
ExtraTiC:pickaxeHead:163, Steelleaf Pickaxe Head
ExtraTiC:pickaxeHead:164, Amethyst Pickaxe Head
ExtraTiC:pickaxeHead:165, Peridot Pickaxe Head
ExtraTiC:pickaxeHead:166, Ruby Pickaxe Head
ExtraTiC:pickaxeHead:167, Sapphire Pickaxe Head
ExtraTiC:pickaxeHead:171, Dark Steel Pickaxe Head
ExtraTiC:pickaxeHead:172, Void Metal Pickaxe Head
ExtraTiC:pickaxeHead:173, RedAurum Pickaxe Head
ExtraTiC:pickaxeHead:180, Glue Pickaxe Head
ExtraTiC:pickaxeHead:181, Yellorium Pickaxe Head
ExtraTiC:pickaxeHead:182, Cyanite Pickaxe Head
ExtraTiC:pickaxeHead:183, Blutonium Pickaxe Head
ExtraTiC:pickaxeHead:184, Ludicrite Pickaxe Head
ExtraTiC:pickaxeHead:185, Bedrockium Pickaxe Head
ExtraTiC:pickaxeHead:186, Tear Jerker Pickaxe Head
ExtraTiC:pickaxeHead:189, Enderium Pickaxe Head
ExtraTiC:pickaxeHead:126, Mithril Pickaxe Head
ExtraTiC:pickaxeHead:190, Signalum Pickaxe Head
ExtraTiC:pickaxeHead:191, Lumium Pickaxe Head
ExtraTiC:scytheHead:141, Pokefennium Scythe Head
ExtraTiC:scytheHead:142, Fairy Scythe Head
ExtraTiC:scytheHead:143, Certus Quartz Scythe Head
ExtraTiC:scytheHead:144, Ender Amethyst Scythe Head
ExtraTiC:scytheHead:145, Manasteel Scythe Head
ExtraTiC:scytheHead:146, Terrasteel Scythe Head
ExtraTiC:scytheHead:147, Elementium Scythe Head
ExtraTiC:scytheHead:148, Desh Scythe Head
ExtraTiC:scytheHead:160, Fiery Scythe Head
ExtraTiC:scytheHead:161, Ironwood Scythe Head
ExtraTiC:scytheHead:162, KnightMetal Scythe Head
ExtraTiC:scytheHead:163, Steelleaf Scythe Head
ExtraTiC:scytheHead:164, Amethyst Scythe Head
ExtraTiC:scytheHead:165, Peridot Scythe Head
ExtraTiC:scytheHead:166, Ruby Scythe Head
ExtraTiC:scytheHead:167, Sapphire Scythe Head
ExtraTiC:scytheHead:171, Dark Steel Scythe Head
ExtraTiC:scytheHead:172, Void Metal Scythe Head
ExtraTiC:scytheHead:173, RedAurum Scythe Head
ExtraTiC:scytheHead:180, Glue Scythe Head
ExtraTiC:scytheHead:181, Yellorium Scythe Head
ExtraTiC:scytheHead:182, Cyanite Scythe Head
ExtraTiC:scytheHead:183, Blutonium Scythe Head
ExtraTiC:scytheHead:184, Ludicrite Scythe Head
ExtraTiC:scytheHead:185, Bedrockium Scythe Head
ExtraTiC:scytheHead:186, Tear Jerker Scythe Head
ExtraTiC:scytheHead:189, Enderium Scythe Head
ExtraTiC:scytheHead:126, Mithril Scythe Head
ExtraTiC:scytheHead:190, Signalum Scythe Head
ExtraTiC:scytheHead:191, Lumium Scythe Head
ExtraTiC:shovelHead:141, Pokefennium Shovel Head
ExtraTiC:shovelHead:142, Fairy Shovel Head
ExtraTiC:shovelHead:143, Certus Quartz Shovel Head
ExtraTiC:shovelHead:144, Ender Amethyst Shovel Head
ExtraTiC:shovelHead:145, Manasteel Shovel Head
ExtraTiC:shovelHead:146, Terrasteel Shovel Head
ExtraTiC:shovelHead:147, Elementium Shovel Head
ExtraTiC:shovelHead:148, Desh Shovel Head
ExtraTiC:shovelHead:160, Fiery Shovel Head
ExtraTiC:shovelHead:161, Ironwood Shovel Head
ExtraTiC:shovelHead:162, KnightMetal Shovel Head
ExtraTiC:shovelHead:163, Steelleaf Shovel Head
ExtraTiC:shovelHead:164, Amethyst Shovel Head
ExtraTiC:shovelHead:165, Peridot Shovel Head
ExtraTiC:shovelHead:166, Ruby Shovel Head
ExtraTiC:shovelHead:167, Sapphire Shovel Head
ExtraTiC:shovelHead:171, Dark Steel Shovel Head
ExtraTiC:shovelHead:172, Void Metal Shovel Head
ExtraTiC:shovelHead:173, RedAurum Shovel Head
ExtraTiC:shovelHead:180, Glue Shovel Head
ExtraTiC:shovelHead:181, Yellorium Shovel Head
ExtraTiC:shovelHead:182, Cyanite Shovel Head
ExtraTiC:shovelHead:183, Blutonium Shovel Head
ExtraTiC:shovelHead:184, Ludicrite Shovel Head
ExtraTiC:shovelHead:185, Bedrockium Shovel Head
ExtraTiC:shovelHead:186, Tear Jerker Shovel Head
ExtraTiC:shovelHead:189, Enderium Shovel Head
ExtraTiC:shovelHead:126, Mithril Shovel Head
ExtraTiC:shovelHead:190, Signalum Shovel Head
ExtraTiC:shovelHead:191, Lumium Shovel Head
ExtraTiC:swordBlade:141, Pokefennium Sword Blade
ExtraTiC:swordBlade:142, Fairy Sword Blade
ExtraTiC:swordBlade:143, Certus Quartz Sword Blade
ExtraTiC:swordBlade:144, Ender Amethyst Sword Blade
ExtraTiC:swordBlade:145, Manasteel Sword Blade
ExtraTiC:swordBlade:146, Terrasteel Sword Blade
ExtraTiC:swordBlade:147, Elementium Sword Blade
ExtraTiC:swordBlade:148, Desh Sword Blade
ExtraTiC:swordBlade:160, Fiery Sword Blade
ExtraTiC:swordBlade:161, Ironwood Sword Blade
ExtraTiC:swordBlade:162, KnightMetal Sword Blade
ExtraTiC:swordBlade:163, Steelleaf Sword Blade
ExtraTiC:swordBlade:164, Amethyst Sword Blade
ExtraTiC:swordBlade:165, Peridot Sword Blade
ExtraTiC:swordBlade:166, Ruby Sword Blade
ExtraTiC:swordBlade:167, Sapphire Sword Blade
ExtraTiC:swordBlade:171, Dark Steel Sword Blade
ExtraTiC:swordBlade:172, Void Metal Sword Blade
ExtraTiC:swordBlade:173, RedAurum Sword Blade
ExtraTiC:swordBlade:180, Glue Sword Blade
ExtraTiC:swordBlade:181, Yellorium Sword Blade
ExtraTiC:swordBlade:182, Cyanite Sword Blade
ExtraTiC:swordBlade:183, Blutonium Sword Blade
ExtraTiC:swordBlade:184, Ludicrite Sword Blade
ExtraTiC:swordBlade:185, Bedrockium Sword Blade
ExtraTiC:swordBlade:186, Tear Jerker Sword Blade
ExtraTiC:swordBlade:189, Enderium Sword Blade
ExtraTiC:swordBlade:126, Mithril Sword Blade
ExtraTiC:swordBlade:190, Signalum Sword Blade
ExtraTiC:swordBlade:191, Lumium Sword Blade
ExtraTiC:toolrod:141, Pokefennium Tool Rod
ExtraTiC:toolrod:142, Fairy Tool Rod
ExtraTiC:toolrod:143, Certus Quartz Tool Rod
ExtraTiC:toolrod:144, Ender Amethyst Tool Rod
ExtraTiC:toolrod:145, Manasteel Tool Rod
ExtraTiC:toolrod:146, Terrasteel Tool Rod
ExtraTiC:toolrod:147, Elementium Tool Rod
ExtraTiC:toolrod:148, Desh Tool Rod
ExtraTiC:toolrod:160, Fiery Tool Rod
ExtraTiC:toolrod:161, Ironwood Tool Rod
ExtraTiC:toolrod:162, KnightMetal Tool Rod
ExtraTiC:toolrod:163, Steelleaf Tool Rod
ExtraTiC:toolrod:164, Amethyst Tool Rod
ExtraTiC:toolrod:165, Peridot Tool Rod
ExtraTiC:toolrod:166, Ruby Tool Rod
ExtraTiC:toolrod:167, Sapphire Tool Rod
ExtraTiC:toolrod:171, Dark Steel Tool Rod
ExtraTiC:toolrod:172, Void Metal Tool Rod
ExtraTiC:toolrod:173, RedAurum Tool Rod
ExtraTiC:toolrod:180, Glue Tool Rod
ExtraTiC:toolrod:181, Yellorium Tool Rod
ExtraTiC:toolrod:182, Cyanite Tool Rod
ExtraTiC:toolrod:183, Blutonium Tool Rod
ExtraTiC:toolrod:184, Ludicrite Tool Rod
ExtraTiC:toolrod:185, Bedrockium Tool Rod
ExtraTiC:toolrod:186, Tear Jerker Tool Rod
ExtraTiC:toolrod:189, Enderium Tool Rod
ExtraTiC:toolrod:126, Mithril Tool Rod
ExtraTiC:toolrod:190, Signalum Tool Rod
ExtraTiC:toolrod:191, Lumium Tool Rod
ExtraTiC:toughbind:141, Pokefennium Tough Binding
ExtraTiC:toughbind:142, Fairy Tough Binding
ExtraTiC:toughbind:143, Certus Quartz Tough Binding
ExtraTiC:toughbind:144, Ender Amethyst Tough Binding
ExtraTiC:toughbind:145, Manasteel Tough Binding
ExtraTiC:toughbind:146, Terrasteel Tough Binding
ExtraTiC:toughbind:147, Elementium Tough Binding
ExtraTiC:toughbind:148, Desh Tough Binding
ExtraTiC:toughbind:160, Fiery Tough Binding
ExtraTiC:toughbind:161, Ironwood Tough Binding
ExtraTiC:toughbind:162, KnightMetal Tough Binding
ExtraTiC:toughbind:163, Steelleaf Tough Binding
ExtraTiC:toughbind:164, Amethyst Tough Binding
ExtraTiC:toughbind:165, Peridot Tough Binding
ExtraTiC:toughbind:166, Ruby Tough Binding
ExtraTiC:toughbind:167, Sapphire Tough Binding
ExtraTiC:toughbind:171, Dark Steel Tough Binding
ExtraTiC:toughbind:172, Void Metal Tough Binding
ExtraTiC:toughbind:173, RedAurum Tough Binding
ExtraTiC:toughbind:180, Glue Tough Binding
ExtraTiC:toughbind:181, Yellorium Tough Binding
ExtraTiC:toughbind:182, Cyanite Tough Binding
ExtraTiC:toughbind:183, Blutonium Tough Binding
ExtraTiC:toughbind:184, Ludicrite Tough Binding
ExtraTiC:toughbind:185, Bedrockium Tough Binding
ExtraTiC:toughbind:186, Tear Jerker Tough Binding
ExtraTiC:toughbind:189, Enderium Tough Binding
ExtraTiC:toughbind:126, Mithril Tough Binding
ExtraTiC:toughbind:190, Signalum Tough Binding
ExtraTiC:toughbind:191, Lumium Tough Binding
ExtraTiC:toughrod:141, Pokefennium Tough Rod
ExtraTiC:toughrod:142, Fairy Tough Rod
ExtraTiC:toughrod:143, Certus Quartz Tough Rod
ExtraTiC:toughrod:144, Ender Amethyst Tough Rod
ExtraTiC:toughrod:145, Manasteel Tough Rod
ExtraTiC:toughrod:146, Terrasteel Tough Rod
ExtraTiC:toughrod:147, Elementium Tough Rod
ExtraTiC:toughrod:148, Desh Tough Rod
ExtraTiC:toughrod:160, Fiery Tough Rod
ExtraTiC:toughrod:161, Ironwood Tough Rod
ExtraTiC:toughrod:162, KnightMetal Tough Rod
ExtraTiC:toughrod:163, Steelleaf Tough Rod
ExtraTiC:toughrod:164, Amethyst Tough Rod
ExtraTiC:toughrod:165, Peridot Tough Rod
ExtraTiC:toughrod:166, Ruby Tough Rod
ExtraTiC:toughrod:167, Sapphire Tough Rod
ExtraTiC:toughrod:171, Dark Steel Tough Rod
ExtraTiC:toughrod:172, Void Metal Tough Rod
ExtraTiC:toughrod:173, RedAurum Tough Rod
ExtraTiC:toughrod:180, Glue Tough Rod
ExtraTiC:toughrod:181, Yellorium Tough Rod
ExtraTiC:toughrod:182, Cyanite Tough Rod
ExtraTiC:toughrod:183, Blutonium Tough Rod
ExtraTiC:toughrod:184, Ludicrite Tough Rod
ExtraTiC:toughrod:185, Bedrockium Tough Rod
ExtraTiC:toughrod:186, Tear Jerker Tough Rod
ExtraTiC:toughrod:189, Enderium Tough Rod
ExtraTiC:toughrod:126, Mithril Tough Rod
ExtraTiC:toughrod:190, Signalum Tough Rod
ExtraTiC:toughrod:191, Lumium Tough Rod
ExtraTiC:shuriken:141, Pokefennium Shuriken
ExtraTiC:shuriken:142, Fairy Shuriken
ExtraTiC:shuriken:143, Certus Quartz Shuriken
ExtraTiC:shuriken:144, Ender Amethyst Shuriken
ExtraTiC:shuriken:145, Manasteel Shuriken
ExtraTiC:shuriken:146, Terrasteel Shuriken
ExtraTiC:shuriken:147, Elementium Shuriken
ExtraTiC:shuriken:148, Desh Shuriken
ExtraTiC:shuriken:160, Fiery Shuriken
ExtraTiC:shuriken:161, Ironwood Shuriken
ExtraTiC:shuriken:162, KnightMetal Shuriken
ExtraTiC:shuriken:163, Steelleaf Shuriken
ExtraTiC:shuriken:164, Amethyst Shuriken
ExtraTiC:shuriken:165, Peridot Shuriken
ExtraTiC:shuriken:166, Ruby Shuriken
ExtraTiC:shuriken:167, Sapphire Shuriken
ExtraTiC:shuriken:171, Dark Steel Shuriken
ExtraTiC:shuriken:172, Void Metal Shuriken
ExtraTiC:shuriken:173, RedAurum Shuriken
ExtraTiC:shuriken:180, Glue Shuriken
ExtraTiC:shuriken:181, Yellorium Shuriken
ExtraTiC:shuriken:182, Cyanite Shuriken
ExtraTiC:shuriken:183, Blutonium Shuriken
ExtraTiC:shuriken:184, Ludicrite Shuriken
ExtraTiC:shuriken:185, Bedrockium Shuriken
ExtraTiC:shuriken:186, Tear Jerker Shuriken
ExtraTiC:shuriken:189, Enderium Shuriken
ExtraTiC:shuriken:126, Mithril Shuriken
ExtraTiC:shuriken:190, Signalum Shuriken
ExtraTiC:shuriken:191, Lumium Shuriken
ExtraTiC:BowLimb:141, Pokefennium Bow Limb
ExtraTiC:BowLimb:142, Fairy Bow Limb
ExtraTiC:BowLimb:143, Certus Quartz Bow Limb
ExtraTiC:BowLimb:144, Ender Amethyst Bow Limb
ExtraTiC:BowLimb:145, Manasteel Bow Limb
ExtraTiC:BowLimb:146, Terrasteel Bow Limb
ExtraTiC:BowLimb:147, Elementium Bow Limb
ExtraTiC:BowLimb:148, Desh Bow Limb
ExtraTiC:BowLimb:160, Fiery Bow Limb
ExtraTiC:BowLimb:161, Ironwood Bow Limb
ExtraTiC:BowLimb:162, KnightMetal Bow Limb
ExtraTiC:BowLimb:163, Steelleaf Bow Limb
ExtraTiC:BowLimb:164, Amethyst Bow Limb
ExtraTiC:BowLimb:165, Peridot Bow Limb
ExtraTiC:BowLimb:166, Ruby Bow Limb
ExtraTiC:BowLimb:167, Sapphire Bow Limb
ExtraTiC:BowLimb:171, Dark Steel Bow Limb
ExtraTiC:BowLimb:172, Void Metal Bow Limb
ExtraTiC:BowLimb:173, RedAurum Bow Limb
ExtraTiC:BowLimb:180, Glue Bow Limb
ExtraTiC:BowLimb:181, Yellorium Bow Limb
ExtraTiC:BowLimb:182, Cyanite Bow Limb
ExtraTiC:BowLimb:183, Blutonium Bow Limb
ExtraTiC:BowLimb:184, Ludicrite Bow Limb
ExtraTiC:BowLimb:185, Bedrockium Bow Limb
ExtraTiC:BowLimb:186, Tear Jerker Bow Limb
ExtraTiC:BowLimb:189, Enderium Bow Limb
ExtraTiC:BowLimb:126, Mithril Bow Limb
